,Country,Code,Year,Population
1266,San Marino,SMR,2008,30434.0
1267,Somalia,SOM,2008,11397188.0
1268,Serbia,SRB,2008,7350222.0
1269,Sub-Saharan Africa (excluding high income),SSA,2008,821614380.0
1270,South Sudan,SSD,2008,8736939.0
1271,Sub-Saharan Africa,SSF,2008,822945457.0
1272,Small states,SST,2008,33798838.0
1273,Sao Tome and Principe,STP,2008,171120.0
1274,Suriname,SUR,2008,517123.0
1275,Slovak Republic,SVK,2008,5379233.0
1276,Slovenia,SVN,2008,2021316.0
1277,Sweden,SWE,2008,9219637.0
1278,Eswatini,SWZ,2008,1049945.0
1279,Sint Maarten (Dutch part),SXM,2008,33964.0
1280,Seychelles,SYC,2008,86956.0
1281,Syrian Arab Republic,SYR,2008,20664038.0
1282,Turks and Caicos Islands,TCA,2008,31202.0
1283,Chad,TCD,2008,11183588.0
1284,East Asia & Pacific (IDA & IBRD countries),TEA,2008,1913718210.0
1285,Europe & Central Asia (IDA & IBRD countries),TEC,2008,436725144.0
1286,Togo,TGO,2008,6083420.0
1287,Thailand,THA,2008,66530984.0
1288,Tajikistan,TJK,2008,7209930.0
1289,Turkmenistan,TKM,2008,4935767.0
1290,Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,560624670.0
1291,Timor-Leste,TLS,2008,1055431.0
1292,Middle East & North Africa (IDA & IBRD countries),TMN,2008,317576790.0
1293,Tonga,TON,2008,103379.0
1294,South Asia (IDA & IBRD),TSA,2008,1592010819.0
1295,Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,822945457.0
1296,Trinidad and Tobago,TTO,2008,1314443.0
1297,Tunisia,TUN,2008,10414433.0
1298,Turkey,TUR,2008,70418604.0
1299,Tuvalu,TUV,2008,10314.0
1300,Tanzania,TZA,2008,41853944.0
1301,Uganda,UGA,2008,30431736.0
1302,Ukraine,UKR,2008,46258189.0
1303,Upper middle income,UMC,2008,2621990358.0
1304,Uruguay,URY,2008,3340221.0
1305,United States,USA,2008,304093966.0
1306,Uzbekistan,UZB,2008,27302800.0
1307,St. Vincent and the Grenadines,VCT,2008,108393.0
1308,"Venezuela, RB",VEN,2008,27635832.0
1309,British Virgin Islands,VGB,2008,26097.0
1310,Virgin Islands (U.S.),VIR,2008,108399.0
1311,Vietnam,VNM,2008,86243413.0
1312,Vanuatu,VUT,2008,224704.0
1313,World,WLD,2008,6756917904.0
1314,Samoa,WSM,2008,183263.0
1315,Kosovo,XKX,2008,1747383.0
1316,"Yemen, Rep.",YEM,2008,21892146.0
1317,South Africa,ZAF,2008,49779471.0
1318,Zambia,ZMB,2008,12848530.0
1319,Zimbabwe,ZWE,2008,12379549.0
1320,Aruba,ABW,2009,101455.0
1321,Afghanistan,AFG,2009,28394813.0
1322,Angola,AGO,2009,22514281.0
1323,Albania,ALB,2009,2927519.0
1324,Andorra,AND,2009,84463.0
1325,Arab World,ARB,2009,346629220.0
1326,United Arab Emirates,ARE,2009,7917372.0
1327,Argentina,ARG,2009,40482788.0
1328,Armenia,ARM,2009,2888092.0
1329,American Samoa,ASM,2009,56683.0
1330,Antigua and Barbuda,ATG,2009,86746.0
1331,Australia,AUS,2009,21691700.0
1332,Austria,AUT,2009,8343323.0
1333,Azerbaijan,AZE,2009,8947243.0
1334,Burundi,BDI,2009,8397668.0
1335,Belgium,BEL,2009,10796493.0
1336,Benin,BEN,2009,8944708.0
1337,Burkina Faso,BFA,2009,15141098.0
1338,Bangladesh,BGD,2009,145924797.0
1339,Bulgaria,BGR,2009,7444443.0
1340,Bahrain,BHR,2009,1185076.0
1341,"Bahamas, The",BHS,2009,349604.0
1342,Bosnia and Herzegovina,BIH,2009,3735938.0
1343,Belarus,BLR,2009,9506765.0
1344,Belize,BLZ,2009,314655.0
1345,Bermuda,BMU,2009,65636.0
1346,Bolivia,BOL,2009,9884781.0
1347,Brazil,BRA,2009,193886508.0
1348,Barbados,BRB,2009,281104.0
1349,Brunei Darussalam,BRN,2009,383906.0
1350,Bhutan,BTN,2009,678323.0
1351,Botswana,BWA,2009,1953498.0
1352,Central African Republic,CAF,2009,4337625.0
1353,Canada,CAN,2009,33628895.0
1354,Central Europe and the Baltics,CEB,2009,104800475.0
1355,Switzerland,CHE,2009,7743831.0
1356,Channel Islands,CHI,2009,158178.0
1357,Chile,CHL,2009,16886186.0
1358,China,CHN,2009,1331260000.0
1359,Cote d'Ivoire,CIV,2009,20059147.0
1360,Cameroon,CMR,2009,19789919.0
1361,"Congo, Dem. Rep.",COD,2009,62448574.0
1362,"Congo, Rep.",COG,2009,4145391.0
1363,Colombia,COL,2009,44750054.0
1364,Comoros,COM,2009,673252.0
1365,Cabo Verde,CPV,2009,486671.0
1366,Costa Rica,CRI,2009,4520740.0
1367,Caribbean small states,CSS,2009,6925452.0
1368,Cuba,CUB,2009,11226709.0
1369,Curacao,CUW,2009,146833.0
1370,Cayman Islands,CYM,2009,55322.0
1371,Cyprus,CYP,2009,1098083.0
1372,Czech Republic,CZE,2009,10443936.0
1373,Germany,DEU,2009,81902307.0
1374,Djibouti,DJI,2009,827823.0
1375,Dominica,DMA,2009,70851.0
1376,Denmark,DNK,2009,5523095.0
1377,Dominican Republic,DOM,2009,9576737.0
1378,Algeria,DZA,2009,35333881.0
1379,East Asia & Pacific (excluding high income),EAP,2009,1952017409.0
1380,Early-demographic dividend,EAR,2009,2864298834.0
1381,East Asia & Pacific,EAS,2009,2192059415.0
1382,Europe & Central Asia (excluding high income),ECA,2009,375674687.0
1383,Europe & Central Asia,ECS,2009,884469375.0
1384,Ecuador,ECU,2009,14774424.0
1385,"Egypt, Arab Rep.",EGY,2009,81134798.0
1386,Euro area,EMU,2009,335360890.0
1387,Eritrea,ERI,2009,3119920.0
1388,Spain,ESP,2009,46362946.0
1389,Estonia,EST,2009,1334515.0
1390,Ethiopia,ETH,2009,85233913.0
1391,European Union,EUU,2009,440917800.0
1392,Fragile and conflict affected situations,FCS,2009,603084255.0
1393,Finland,FIN,2009,5338871.0
1394,Fiji,FJI,2009,853637.0
1395,France,FRA,2009,64707040.0
1396,Faroe Islands,FRO,2009,47808.0
1397,"Micronesia, Fed. Sts.",FSM,2009,102975.0
1398,Gabon,GAB,2009,1568928.0
1399,United Kingdom,GBR,2009,62276270.0
1400,Georgia,GEO,2009,3814419.0
1401,Ghana,GHA,2009,24170940.0
1402,Gibraltar,GIB,2009,33565.0
1403,Guinea,GIN,2009,9964469.0
1404,"Gambia, The",GMB,2009,1740279.0
1405,Guinea-Bissau,GNB,2009,1483921.0
1406,Equatorial Guinea,GNQ,2009,901599.0
1407,Greece,GRC,2009,11107017.0
1408,Grenada,GRD,2009,105789.0
1409,Greenland,GRL,2009,56323.0
1410,Guatemala,GTM,2009,14000190.0
1411,Guam,GUM,2009,159226.0
1412,Guyana,GUY,2009,747718.0
1413,High income,HIC,2009,1171805563.0
1414,"Hong Kong SAR, China",HKG,2009,6972800.0
1415,Honduras,HND,2009,8150775.0
1416,Heavily indebted poor countries (HIPC),HPC,2009,607115564.0
1417,Croatia,HRV,2009,4305181.0
1418,Haiti,HTI,2009,9798046.0
1419,Hungary,HUN,2009,10022650.0
1420,IBRD only,IBD,2009,4383703296.0
1421,IDA & IBRD total,IBT,2009,5717826463.0
1422,IDA total,IDA,2009,1334123167.0
1423,IDA blend,IDB,2009,444998521.0
1424,Indonesia,IDN,2009,238620563.0
1425,IDA only,IDX,2009,889124646.0
1426,Isle of Man,IMN,2009,84376.0
1427,India,IND,2009,1217726215.0
1428,Not classified,INX,2009,
1429,Ireland,IRL,2009,4535375.0
1430,"Iran, Islamic Rep.",IRN,2009,72924837.0
1431,Iraq,IRQ,2009,28973162.0
1432,Iceland,ISL,2009,318499.0
1433,Israel,ISR,2009,7485600.0
1434,Italy,ITA,2009,59095365.0
1435,Jamaica,JAM,2009,2795837.0
1436,Jordan,JOR,2009,6893260.0
1437,Japan,JPN,2009,128047000.0
1438,Kazakhstan,KAZ,2009,16092822.0
1439,Kenya,KEN,2009,40901792.0
1440,Kyrgyz Republic,KGZ,2009,5383300.0
1441,Cambodia,KHM,2009,14093604.0
1442,Kiribati,KIR,2009,100930.0
1443,St. Kitts and Nevis,KNA,2009,48599.0
1444,"Korea, Rep.",KOR,2009,49307835.0
1445,Kuwait,KWT,2009,2821045.0
1446,Latin America & Caribbean (excluding high income),LAC,2009,553244956.0
1447,Lao PDR,LAO,2009,6148623.0
1448,Lebanon,LBN,2009,4813026.0
1449,Liberia,LBR,2009,3754133.0
1450,Libya,LBY,2009,6133984.0
1451,St. Lucia,LCA,2009,172221.0
1452,Latin America & Caribbean,LCN,2009,583430029.0
1453,Least developed countries: UN classification,LDC,2009,817322629.0
1454,Low income,LIC,2009,517267751.0
1455,Liechtenstein,LIE,2009,35727.0
1456,Sri Lanka,LKA,2009,20123508.0
1457,Lower middle income,LMC,2009,2507929642.0
1458,Low & middle income,LMY,2009,5667768721.0
1459,Lesotho,LSO,2009,1990131.0
1460,Late-demographic dividend,LTE,2009,2167842734.0
1461,Lithuania,LTU,2009,3162916.0
1462,Luxembourg,LUX,2009,497783.0
1463,Latvia,LVA,2009,2141669.0
1464,"Macao SAR, China",MAC,2009,526400.0
1465,St. Martin (French part),MAF,2009,37377.0
1466,Morocco,MAR,2009,31929087.0
1467,Monaco,MCO,2009,35226.0
1468,Moldova,MDA,2009,2864346.0
1469,Madagascar,MDG,2009,20569117.0
1470,Maldives,MDV,2009,353398.0
1471,Middle East & North Africa,MEA,2009,377883993.0
1472,Mexico,MEX,2009,112463887.0
1473,Marshall Islands,MHL,2009,56250.0
1474,Middle income,MIC,2009,5150500970.0
1475,North Macedonia,MKD,2009,2069039.0
1476,Mali,MLI,2009,14581429.0
1477,Malta,MLT,2009,412477.0
1478,Myanmar,MMR,2009,50250367.0
1479,Middle East & North Africa (excluding high income),MNA,2009,326900984.0
1480,Montenegro,MNE,2009,618294.0
1481,Mongolia,MNG,2009,2673796.0
1482,Northern Mariana Islands,MNP,2009,54193.0
1483,Mozambique,MOZ,2009,22894710.0
1484,Mauritania,MRT,2009,3393409.0
1485,Mauritius,MUS,2009,1247429.0
1486,Malawi,MWI,2009,14128155.0
1487,Malaysia,MYS,2009,27735040.0
1488,North America,NAC,2009,340466060.0
1489,Namibia,NAM,2009,2081044.0
1490,New Caledonia,NCL,2009,245950.0
1491,Niger,NER,2009,15843133.0
1492,Nigeria,NGA,2009,154324933.0
1493,Nicaragua,NIC,2009,5745526.0
1494,Netherlands,NLD,2009,16530388.0
1495,Norway,NOR,2009,4828726.0
1496,Nepal,NPL,2009,26883535.0
1497,Nauru,NRU,2009,9939.0
1498,New Zealand,NZL,2009,4302600.0
1499,OECD members,OED,2009,1279114140.0
1500,Oman,OMN,2009,2876186.0
1501,Other small states,OSS,2009,25417830.0
1502,Pakistan,PAK,2009,175525609.0
1503,Panama,PAN,2009,3579215.0
1504,Peru,PER,2009,28792655.0
1505,Philippines,PHL,2009,92414158.0
1506,Palau,PLW,2009,18285.0
1507,Papua New Guinea,PNG,2009,7144776.0
1508,Poland,POL,2009,38151603.0
1509,Pre-demographic dividend,PRE,2009,711257522.0
1510,Puerto Rico,PRI,2009,3740410.0
1511,"Korea, Dem. People’s Rep.",PRK,2009,24428341.0
1512,Portugal,PRT,2009,10568247.0
1513,Paraguay,PRY,2009,6163972.0
1514,West Bank and Gaza,PSE,2009,3689099.0
1515,Pacific island small states,PSS,2009,2186314.0
1516,Post-demographic dividend,PST,2009,1069878414.0
1517,French Polynesia,PYF,2009,265254.0
1518,Qatar,QAT,2009,1654950.0
1519,Romania,ROU,2009,20367487.0
1520,Russian Federation,RUS,2009,142785349.0
1521,Rwanda,RWA,2009,9782770.0
1522,South Asia,SAS,2009,1615610198.0
1523,Saudi Arabia,SAU,2009,26630303.0
1524,Sudan,SDN,2009,33783788.0
1525,Senegal,SEN,2009,12335084.0
1526,Singapore,SGP,2009,4987573.0
1527,Solomon Islands,SLB,2009,515181.0
1528,Sierra Leone,SLE,2009,6272734.0
1529,El Salvador,SLV,2009,6157686.0
1530,San Marino,SMR,2009,30816.0
1531,Somalia,SOM,2009,11717692.0
1532,Serbia,SRB,2009,7320807.0
1533,Sub-Saharan Africa (excluding high income),SSA,2009,844320487.0
1534,South Sudan,SSD,2009,9142259.0
1535,Sub-Saharan Africa,SSF,2009,845655214.0
1536,Small states,SST,2009,34529596.0
1537,Sao Tome and Principe,STP,2009,175876.0
1538,Suriname,SUR,2009,523111.0
1539,Slovak Republic,SVK,2009,5386406.0
1540,Slovenia,SVN,2009,2039669.0
1541,Sweden,SWE,2009,9298515.0
1542,Eswatini,SWZ,2009,1057467.0
1543,Sint Maarten (Dutch part),SXM,2009,34238.0
1544,Seychelles,SYC,2009,87298.0
1545,Syrian Arab Republic,SYR,2009,21205873.0
1546,Turks and Caicos Islands,TCA,2009,31934.0
1547,Chad,TCD,2009,11560147.0
1548,East Asia & Pacific (IDA & IBRD countries),TEA,2009,1927560609.0
1549,Europe & Central Asia (IDA & IBRD countries),TEC,2009,438498958.0
1550,Togo,TGO,2009,6250835.0
1551,Thailand,THA,2009,66866839.0
1552,Tajikistan,TJK,2009,7364753.0
1553,Turkmenistan,TKM,2009,5007954.0
1554,Latin America & the Caribbean (IDA & IBRD countries),TLA,2009,567289599.0
1555,Timor-Leste,TLS,2009,1074277.0
1556,Middle East & North Africa (IDA & IBRD countries),TMN,2009,323211885.0
1557,Tonga,TON,2009,103890.0
1558,South Asia (IDA & IBRD),TSA,2009,1615610198.0
1559,Sub-Saharan Africa (IDA & IBRD countries),TSS,2009,845655214.0
1560,Trinidad and Tobago,TTO,2009,1320930.0
1561,Tunisia,TUN,2009,10525694.0
1562,Turkey,TUR,2009,71321399.0
1563,Tuvalu,TUV,2009,10424.0
1564,Tanzania,TZA,2009,43073834.0
1565,Uganda,UGA,2009,31411096.0
1566,Ukraine,UKR,2009,46053331.0
1567,Upper middle income,UMC,2009,2642571328.0
1568,Uruguay,URY,2009,3349676.0
1569,United States,USA,2009,306771529.0
1570,Uzbekistan,UZB,2009,27767400.0
1571,St. Vincent and the Grenadines,VCT,2009,108287.0
1572,"Venezuela, RB",VEN,2009,28031009.0
1573,British Virgin Islands,VGB,2009,27039.0
1574,Virgin Islands (U.S.),VIR,2009,108405.0
1575,Vietnam,VNM,2009,87092252.0
1576,Vanuatu,VUT,2009,230247.0
1577,World,WLD,2009,6839574284.0
1578,Samoa,WSM,2009,184556.0
1579,Kosovo,XKX,2009,1761474.0
1580,"Yemen, Rep.",YEM,2009,22516460.0
1581,South Africa,ZAF,2009,50477011.0
1582,Zambia,ZMB,2009,13215139.0
1583,Zimbabwe,ZWE,2009,12526968.0
1584,Aruba,ABW,2010,101669.0
1585,Afghanistan,AFG,2010,29185507.0
1586,Angola,AGO,2010,23356246.0
1587,Albania,ALB,2010,2913021.0
1588,Andorra,AND,2010,84449.0
1589,Arab World,ARB,2010,354890042.0
1590,United Arab Emirates,ARE,2010,8549988.0
1591,Argentina,ARG,2010,40788453.0
1592,Armenia,ARM,2010,2877319.0
1593,American Samoa,ASM,2010,56079.0
1594,Antigua and Barbuda,ATG,2010,88028.0
1595,Australia,AUS,2010,22031750.0
1596,Austria,AUT,2010,8363404.0
1597,Azerbaijan,AZE,2010,9054332.0
1598,Burundi,BDI,2010,8675602.0
1599,Belgium,BEL,2010,10895586.0
1600,Benin,BEN,2010,9199259.0
1601,Burkina Faso,BFA,2010,15605217.0
1602,Bangladesh,BGD,2010,147575430.0
1603,Bulgaria,BGR,2010,7395599.0
1604,Bahrain,BHR,2010,1240860.0
1605,"Bahamas, The",BHS,2010,354942.0
1606,Bosnia and Herzegovina,BIH,2010,3705472.0
1607,Belarus,BLR,2010,9490583.0
1608,Belize,BLZ,2010,322464.0
1609,Bermuda,BMU,2010,65124.0
1610,Bolivia,BOL,2010,10048590.0
1611,Brazil,BRA,2010,195713635.0
1612,Barbados,BRB,2010,282131.0
1613,Brunei Darussalam,BRN,2010,388646.0
1614,Bhutan,BTN,2010,685503.0
1615,Botswana,BWA,2010,1987105.0
1616,Central African Republic,CAF,2010,4386768.0
1617,Canada,CAN,2010,34004889.0
1618,Central Europe and the Baltics,CEB,2010,104421447.0
1619,Switzerland,CHE,2010,7824909.0
1620,Channel Islands,CHI,2010,159734.0
1621,Chile,CHL,2010,17062536.0
1622,China,CHN,2010,1337705000.0
1623,Cote d'Ivoire,CIV,2010,20532950.0
1624,Cameroon,CMR,2010,20341241.0
1625,"Congo, Dem. Rep.",COD,2010,64563854.0
1626,"Congo, Rep.",COG,2010,4273731.0
1627,Colombia,COL,2010,45222700.0
1628,Comoros,COM,2010,689692.0
1629,Cabo Verde,CPV,2010,492654.0
1630,Costa Rica,CRI,2010,4577378.0
1631,Caribbean small states,CSS,2010,6973206.0
1632,Cuba,CUB,2010,11225832.0
1633,Curacao,CUW,2010,148703.0
1634,Cayman Islands,CYM,2010,56672.0
1635,Cyprus,CYP,2010,1112612.0
1636,Czech Republic,CZE,2010,10474410.0
1637,Germany,DEU,2010,81776930.0
1638,Djibouti,DJI,2010,840198.0
1639,Dominica,DMA,2010,70878.0
1640,Denmark,DNK,2010,5547683.0
1641,Dominican Republic,DOM,2010,9695121.0
1642,Algeria,DZA,2010,35977455.0
1643,East Asia & Pacific (excluding high income),EAP,2010,1965954304.0
1644,Early-demographic dividend,EAR,2010,2907916913.0
1645,East Asia & Pacific,EAS,2010,2206884624.0
1646,Europe & Central Asia (excluding high income),ECA,2010,377835769.0
1647,Europe & Central Asia,ECS,2010,887926820.0
1648,Ecuador,ECU,2010,15011117.0
1649,"Egypt, Arab Rep.",EGY,2010,82761235.0
1650,Euro area,EMU,2010,336151479.0
1651,Eritrea,ERI,2010,3170435.0
1652,Spain,ESP,2010,46576897.0
1653,Estonia,EST,2010,1331475.0
1654,Ethiopia,ETH,2010,87639964.0
1655,European Union,EUU,2010,441532412.0
1656,Fragile and conflict affected situations,FCS,2010,618029522.0
1657,Finland,FIN,2010,5363352.0
1658,Fiji,FJI,2010,859818.0
1659,France,FRA,2010,65027507.0
1660,Faroe Islands,FRO,2010,47814.0
1661,"Micronesia, Fed. Sts.",FSM,2010,102911.0
1662,Gabon,GAB,2010,1624140.0
1663,United Kingdom,GBR,2010,62766365.0
1664,Georgia,GEO,2010,3786695.0
1665,Ghana,GHA,2010,24779619.0
1666,Gibraltar,GIB,2010,33585.0
1667,Guinea,GIN,2010,10192176.0
1668,"Gambia, The",GMB,2010,1793196.0
1669,Guinea-Bissau,GNB,2010,1522599.0
1670,Equatorial Guinea,GNQ,2010,943639.0
1671,Greece,GRC,2010,11121341.0
1672,Grenada,GRD,2010,106233.0
1673,Greenland,GRL,2010,56905.0
1674,Guatemala,GTM,2010,14259687.0
1675,Guam,GUM,2010,159444.0
1676,Guyana,GUY,2010,749436.0
1677,High income,HIC,2010,1179329063.0
1678,"Hong Kong SAR, China",HKG,2010,7024200.0
1679,Honduras,HND,2010,8317470.0
1680,Heavily indebted poor countries (HIPC),HPC,2010,624219326.0
1681,Croatia,HRV,2010,4295427.0
1682,Haiti,HTI,2010,9949322.0
1683,Hungary,HUN,2010,10000023.0
1684,IBRD only,IBD,2010,4427061912.0
1685,IDA & IBRD total,IBT,2010,5792408554.0
1686,IDA total,IDA,2010,1365346642.0
1687,IDA blend,IDB,2010,456049562.0
1688,Indonesia,IDN,2010,241834215.0
1689,IDA only,IDX,2010,909297080.0
1690,Isle of Man,IMN,2010,84857.0
1691,India,IND,2010,1234281170.0
1692,Not classified,INX,2010,
1693,Ireland,IRL,2010,4560155.0
1694,"Iran, Islamic Rep.",IRN,2010,73762519.0
1695,Iraq,IRQ,2010,29741976.0
1696,Iceland,ISL,2010,318041.0
1697,Israel,ISR,2010,7623600.0
1698,Italy,ITA,2010,59277417.0
1699,Jamaica,JAM,2010,2810460.0
1700,Jordan,JOR,2010,7261539.0
1701,Japan,JPN,2010,128070000.0
1702,Kazakhstan,KAZ,2010,16321872.0
1703,Kenya,KEN,2010,42030676.0
1704,Kyrgyz Republic,KGZ,2010,5447900.0
1705,Cambodia,KHM,2010,14312212.0
1706,Kiribati,KIR,2010,102927.0
1707,St. Kitts and Nevis,KNA,2010,49016.0
1708,"Korea, Rep.",KOR,2010,49554112.0
1709,Kuwait,KWT,2010,2991884.0
1710,Latin America & Caribbean (excluding high income),LAC,2010,559496784.0
1711,Lao PDR,LAO,2010,6249165.0
1712,Lebanon,LBN,2010,4953061.0
1713,Liberia,LBR,2010,3891356.0
1714,Libya,LBY,2010,6197663.0
1715,St. Lucia,LCA,2010,174085.0
1716,Latin America & Caribbean,LCN,2010,589932565.0
1717,Least developed countries: UN classification,LDC,2010,836614860.0
1718,Low income,LIC,2010,531260028.0
1719,Liechtenstein,LIE,2010,35994.0
1720,Sri Lanka,LKA,2010,20261737.0
1721,Lower middle income,LMC,2010,2548154994.0
1722,Low & middle income,LMY,2010,5742542551.0
1723,Lesotho,LSO,2010,1995581.0
1724,Late-demographic dividend,LTE,2010,2180828824.0
1725,Lithuania,LTU,2010,3097282.0
1726,Luxembourg,LUX,2010,506953.0
1727,Latvia,LVA,2010,2097555.0
1728,"Macao SAR, China",MAC,2010,538219.0
1729,St. Martin (French part),MAF,2010,37582.0
1730,Morocco,MAR,2010,32343389.0
1731,Monaco,MCO,2010,35612.0
1732,Moldova,MDA,2010,2861487.0
1733,Madagascar,MDG,2010,21151640.0
1734,Maldives,MDV,2010,365734.0
1735,Middle East & North Africa,MEA,2010,385917886.0
1736,Mexico,MEX,2010,114092963.0
1737,Marshall Islands,MHL,2010,56366.0
1738,Middle income,MIC,2010,5211282523.0
1739,North Macedonia,MKD,2010,2070741.0
1740,Mali,MLI,2010,15049353.0
1741,Malta,MLT,2010,414508.0
1742,Myanmar,MMR,2010,50600818.0
1743,Middle East & North Africa (excluding high income),MNA,2010,332777824.0
1744,Montenegro,MNE,2010,619428.0
1745,Mongolia,MNG,2010,2719896.0
1746,Northern Mariana Islands,MNP,2010,53971.0
1747,Mozambique,MOZ,2010,23531574.0
1748,Mauritania,MRT,2010,3494195.0
1749,Mauritius,MUS,2010,1250400.0
1750,Malawi,MWI,2010,14539612.0
1751,Malaysia,MYS,2010,28208035.0
1752,North America,NAC,2010,343391679.0
1753,Namibia,NAM,2010,2118874.0
1754,New Caledonia,NCL,2010,249750.0
1755,Niger,NER,2010,16464025.0
1756,Nigeria,NGA,2010,158503197.0
1757,Nicaragua,NIC,2010,5824065.0
1758,Netherlands,NLD,2010,16615394.0
1759,Norway,NOR,2010,4889252.0
1760,Nepal,NPL,2010,27013212.0
1761,Nauru,NRU,2010,10005.0
1762,New Zealand,NZL,2010,4350700.0
1763,OECD members,OED,2010,1287527866.0
1764,Oman,OMN,2010,3041434.0
1765,Other small states,OSS,2010,26050942.0
1766,Pakistan,PAK,2010,179424641.0
1767,Panama,PAN,2010,3642687.0
1768,Peru,PER,2010,29027674.0
1769,Philippines,PHL,2010,93966780.0
1770,Palau,PLW,2010,17955.0
1771,Papua New Guinea,PNG,2010,7310507.0
1772,Poland,POL,2010,38042794.0
1773,Pre-demographic dividend,PRE,2010,731868772.0
1774,Puerto Rico,PRI,2010,3721525.0
1775,"Korea, Dem. People’s Rep.",PRK,2010,24548836.0
1776,Portugal,PRT,2010,10573100.0
1777,Paraguay,PRY,2010,6248020.0
1778,West Bank and Gaza,PSE,2010,3786161.0
1779,Pacific island small states,PSS,2010,2214519.0
1780,Post-demographic dividend,PST,2010,1074865103.0
1781,French Polynesia,PYF,2010,266455.0
1782,Qatar,QAT,2010,1856327.0
1783,Romania,ROU,2010,20246871.0
1784,Russian Federation,RUS,2010,142849468.0
1785,Rwanda,RWA,2010,10039338.0
1786,South Asia,SAS,2010,1638792934.0
1787,Saudi Arabia,SAU,2010,27421461.0
1788,Sudan,SDN,2010,34545013.0
1789,Senegal,SEN,2010,12678148.0
1790,Singapore,SGP,2010,5076732.0
1791,Solomon Islands,SLB,2010,527861.0
1792,Sierra Leone,SLE,2010,6415634.0
1793,El Salvador,SLV,2010,6183875.0
1794,San Marino,SMR,2010,31229.0
1795,Somalia,SOM,2010,12043883.0
1796,Serbia,SRB,2010,7291436.0
1797,Sub-Saharan Africa (excluding high income),SSA,2010,867684936.0
1798,South Sudan,SSD,2010,9508364.0
1799,Sub-Saharan Africa,SSF,2010,869025106.0
1800,Small states,SST,2010,35238667.0
1801,Sao Tome and Principe,STP,2010,180371.0
1802,Suriname,SUR,2010,529131.0
1803,Slovak Republic,SVK,2010,5391428.0
1804,Slovenia,SVN,2010,2048583.0
1805,Sweden,SWE,2010,9378126.0
1806,Eswatini,SWZ,2010,1064837.0
1807,Sint Maarten (Dutch part),SXM,2010,34056.0
1808,Seychelles,SYC,2010,89770.0
1809,Syrian Arab Republic,SYR,2010,21362529.0
1810,Turks and Caicos Islands,TCA,2010,32660.0
1811,Chad,TCD,2010,11952136.0
1812,East Asia & Pacific (IDA & IBRD countries),TEA,2010,1941377349.0
1813,Europe & Central Asia (IDA & IBRD countries),TEC,2010,440420861.0
1814,Togo,TGO,2010,6421679.0
1815,Thailand,THA,2010,67195028.0
1816,Tajikistan,TJK,2010,7527394.0
1817,Turkmenistan,TKM,2010,5087213.0
1818,Latin America & the Caribbean (IDA & IBRD countries),TLA,2010,573800641.0
1819,Timor-Leste,TLS,2010,1093523.0
1820,Middle East & North Africa (IDA & IBRD countries),TMN,2010,328991663.0
1821,Tonga,TON,2010,103986.0
1822,South Asia (IDA & IBRD),TSA,2010,1638792934.0
1823,Sub-Saharan Africa (IDA & IBRD countries),TSS,2010,869025106.0
1824,Trinidad and Tobago,TTO,2010,1328147.0
1825,Tunisia,TUN,2010,10635244.0
1826,Turkey,TUR,2010,72326988.0
1827,Tuvalu,TUV,2010,10530.0
1828,Tanzania,TZA,2010,44346525.0
1829,Uganda,UGA,2010,32428167.0
1830,Ukraine,UKR,2010,45870741.0
1831,Upper middle income,UMC,2010,2663127529.0
1832,Uruguay,URY,2010,3359275.0
1833,United States,USA,2010,309321666.0
1834,Uzbekistan,UZB,2010,28562400.0
1835,St. Vincent and the Grenadines,VCT,2010,108255.0
1836,"Venezuela, RB",VEN,2010,28439940.0
1837,British Virgin Islands,VGB,2010,27794.0
1838,Virgin Islands (U.S.),VIR,2010,108358.0
1839,Vietnam,VNM,2010,87967651.0
1840,Vanuatu,VUT,2010,236211.0
1841,World,WLD,2010,6921871614.0
1842,Samoa,WSM,2010,185949.0
1843,Kosovo,XKX,2010,1775680.0
1844,"Yemen, Rep.",YEM,2010,23154855.0
1845,South Africa,ZAF,2010,51216964.0
1846,Zambia,ZMB,2010,13605984.0
1847,Zimbabwe,ZWE,2010,12697723.0
1848,Aruba,ABW,2011,102046.0
1849,Afghanistan,AFG,2011,30117413.0
1850,Angola,AGO,2011,24220661.0
1851,Albania,ALB,2011,2905195.0
1852,Andorra,AND,2011,83747.0
1853,Arab World,ARB,2011,363158703.0
1854,United Arab Emirates,ARE,2011,8946777.0
1855,Argentina,ARG,2011,41261490.0
1856,Armenia,ARM,2011,2876538.0
1857,American Samoa,ASM,2011,55759.0
1858,Antigua and Barbuda,ATG,2011,89253.0
1859,Australia,AUS,2011,22340024.0
1860,Austria,AUT,2011,8391643.0
1861,Azerbaijan,AZE,2011,9173082.0
1862,Burundi,BDI,2011,8958406.0
1863,Belgium,BEL,2011,11038264.0
1864,Benin,BEN,2011,9460830.0
1865,Burkina Faso,BFA,2011,16081911.0
1866,Bangladesh,BGD,2011,149273778.0
1867,Bulgaria,BGR,2011,7348328.0
1868,Bahrain,BHR,2011,1278151.0
1869,"Bahamas, The",BHS,2011,359577.0
1870,Bosnia and Herzegovina,BIH,2011,3661175.0
1871,Belarus,BLR,2011,9473172.0
